Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN,2021
11/1/21,Manhattan,Elevator,EL139,9,6,3,3,177.0,0.995555556,119.4666667,120.0,0.963194444,115.5833333,120.0,0.96625,695.7,720.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
11/1/21,Manhattan,Elevator,EL114,6,2,4,1,23.0,0.958333333,115.0,120.0,0.981805556,117.8166667,120.0,0.958032407,689.7833333,720.0,168ST-BWY7-1,302,"168 St (A,C,1)",605,"12,957"
11/1/21,Manhattan,Elevator,EL140,3,2,1,0,177.0,1.0,120.0,120.0,1.0,120.0,120.0,0.986875,710.55,720.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
11/1/21,Manhattan,Elevator,EL141,3,2,1,0,177.0,1.0,120.0,120.0,0.982638889,117.9166667,120.0,0.983055556,707.8,720.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL114,12,4,8,1,24.0,0.918951613,113.95,124.0,0.932123656,115.5833333,124.0,0.904592294,673.0166667,744.0,168ST-BWY7-1,302,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL111,5,4,1,0,24.0,0.977150538,121.1666667,124.0,0.997983871,123.75,124.0,0.98313172,731.45,744.0,168ST-BWY7-1,302,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL140,6,5,1,0,178.0,0.996505376,123.5666667,124.0,1.0,124.0,124.0,0.975448029,725.7333333,744.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL141,3,2,1,0,178.0,1.0,124.0,124.0,0.985887097,122.25,124.0,0.991039427,737.3333333,744.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL112,11,7,4,1,24.0,0.876209677,108.65,124.0,0.935483871,116.0,124.0,0.907728495,675.35,744.0,168ST-BWY7-1,302,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL113,6,5,1,0,24.0,1.0,124.0,124.0,1.0,124.0,124.0,0.971818996,723.0333333,744.0,168ST-BWY7-1,302,"168 St (A,C,1)",605,"12,957"
12/1/21,Manhattan,Elevator,EL139,1,1,0,0,178.0,1.0,124.0,124.0,1.0,124.0,124.0,0.99171147,737.8333333,744.0,168ST-8AV-A/C,148,"168 St (A,C,1)",605,"12,957"
1/1/21,Brooklyn,Elevator,EL317,0,0,0,0,312.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
1/1/21,Brooklyn,Elevator,EL309,2,2,0,0,236.0,1.0,124.0,124.0,1.0,124.0,124.0,0.995922939,740.9666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
1/1/21,Brooklyn,Elevator,EL308,3,2,1,0,236.0,1.0,124.0,124.0,0.991397849,122.9333333,124.0,0.991957885,738.0166667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
1/1/21,Brooklyn,Elevator,EL318,0,0,0,0,312.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
2/1/21,Brooklyn,Elevator,EL308,3,3,0,0,237.0,1.0,112.0,112.0,1.0,112.0,112.0,0.986235119,662.75,672.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
2/1/21,Brooklyn,Elevator,EL309,6,4,2,0,237.0,0.957440476,107.2333333,112.0,0.994494048,111.3833333,112.0,0.980257937,658.7333333,672.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
2/1/21,Brooklyn,Elevator,EL318,0,0,0,0,313.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
2/1/21,Brooklyn,Elevator,EL317,0,0,0,0,313.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
3/1/21,Brooklyn,Elevator,EL309,2,2,0,0,238.0,1.0,124.0,124.0,1.0,124.0,124.0,0.985304659,733.0666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
3/1/21,Brooklyn,Elevator,EL308,2,2,0,0,238.0,1.0,124.0,124.0,1.0,124.0,124.0,0.99186828,737.95,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
3/1/21,Brooklyn,Elevator,EL318,1,1,0,0,,0.997587719,75.81666667,76.0,1.0,76.0,76.0,0.998695652,459.4,460.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
3/1/21,Brooklyn,Elevator,EL317,1,1,0,0,,0.995833333,75.68333333,76.0,1.0,76.0,76.0,0.999311594,459.6833333,460.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
4/1/21,Brooklyn,Elevator,EL309,4,3,1,0,239.0,0.998333333,119.8,120.0,1.0,120.0,120.0,0.980439815,705.9166667,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
4/1/21,Brooklyn,Elevator,EL318,6,4,2,1,315.0,0.952222222,114.2666667,120.0,0.997083333,119.65,120.0,0.962986111,693.35,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
4/1/21,Brooklyn,Elevator,EL317,3,3,0,0,315.0,1.0,120.0,120.0,1.0,120.0,120.0,0.991435185,713.8333333,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
4/1/21,Brooklyn,Elevator,EL308,1,1,0,0,239.0,1.0,120.0,120.0,1.0,120.0,120.0,0.991898148,714.1666667,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
5/1/21,Brooklyn,Elevator,EL309,5,4,1,0,240.0,0.984543011,122.0833333,124.0,1.0,124.0,124.0,0.983646953,731.8333333,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
5/1/21,Brooklyn,Elevator,EL308,5,2,3,2,240.0,0.976612903,121.1,124.0,0.951478495,117.9833333,124.0,0.963306452,716.7,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
5/1/21,Brooklyn,Elevator,EL318,3,3,0,0,316.0,0.999596774,123.95,124.0,1.0,124.0,124.0,0.983198925,731.5,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
5/1/21,Brooklyn,Elevator,EL317,3,2,1,0,316.0,0.983870968,122.0,124.0,1.0,124.0,124.0,0.985327061,733.0833333,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
6/1/21,Brooklyn,Elevator,EL317,7,4,3,0,317.0,0.986805556,118.4166667,120.0,0.933333333,112.0,120.0,0.969189815,697.8166667,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
6/1/21,Brooklyn,Elevator,EL309,6,5,1,0,241.0,0.971527778,116.5833333,120.0,1.0,120.0,120.0,0.976365741,702.9833333,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
6/1/21,Brooklyn,Elevator,EL318,2,2,0,0,317.0,1.0,120.0,120.0,1.0,120.0,120.0,0.993078704,715.0166667,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
6/1/21,Brooklyn,Elevator,EL308,4,3,1,1,241.0,0.966666667,116.0,120.0,0.966666667,116.0,120.0,0.947708333,682.35,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
7/1/21,Brooklyn,Elevator,EL318,1,1,0,0,318.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992943548,738.75,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
7/1/21,Brooklyn,Elevator,EL308,2,1,1,1,242.0,0.997311828,123.6666667,124.0,0.967741935,120.0,124.0,0.981272401,730.0666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
7/1/21,Brooklyn,Elevator,EL317,1,1,0,0,318.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992741935,738.6,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
7/1/21,Brooklyn,Elevator,EL309,5,3,2,0,242.0,0.96155914,119.2333333,124.0,0.967741935,120.0,124.0,0.968794803,720.7833333,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
8/1/21,Brooklyn,Elevator,EL309,7,5,2,0,243.0,0.979569892,121.4666667,124.0,1.0,124.0,124.0,0.965120968,718.05,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
8/1/21,Brooklyn,Elevator,EL317,2,2,0,0,319.0,0.998655914,123.8333333,124.0,1.0,124.0,124.0,0.992383513,738.3333333,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
8/1/21,Brooklyn,Elevator,EL308,12,10,2,1,243.0,0.682795699,84.66666667,124.0,0.741935484,92.0,124.0,0.663261649,493.4666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
8/1/21,Brooklyn,Elevator,EL318,5,3,2,0,319.0,0.955510753,118.4833333,124.0,0.94422043,117.0833333,124.0,0.962679211,716.2333333,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
9/1/21,Brooklyn,Elevator,EL308,7,5,2,1,244.0,0.297916667,35.75,120.0,0.2,24.0,120.0,0.235694444,169.7,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
9/1/21,Brooklyn,Elevator,EL318,7,3,4,1,320.0,0.934027778,112.0833333,120.0,0.966666667,116.0,120.0,0.939467593,676.4166667,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
9/1/21,Brooklyn,Elevator,EL317,6,5,1,0,320.0,0.996666667,119.6,120.0,0.986805556,118.4166667,120.0,0.978240741,704.3333333,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
9/1/21,Brooklyn,Elevator,EL309,2,2,0,0,244.0,0.986666667,118.4,120.0,1.0,120.0,120.0,0.987592593,711.0666667,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
10/1/21,Brooklyn,Elevator,EL308,10,6,4,2,245.0,0.247446237,30.68333333,124.0,0.194489247,24.11666667,124.0,0.224798387,167.25,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
10/1/21,Brooklyn,Elevator,EL309,4,4,0,0,245.0,1.0,124.0,124.0,1.0,124.0,124.0,0.98156362,730.2833333,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
10/1/21,Brooklyn,Elevator,EL318,8,4,4,1,321.0,0.934274194,115.85,124.0,0.909677419,112.8,124.0,0.933378136,694.4333333,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
10/1/21,Brooklyn,Elevator,EL317,3,3,0,0,321.0,0.99233871,123.05,124.0,1.0,124.0,124.0,0.99312276,738.8833333,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
11/1/21,Brooklyn,Elevator,EL318,4,3,1,0,322.0,0.966388889,115.9666667,120.0,1.0,120.0,120.0,0.985486111,709.55,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
11/1/21,Brooklyn,Elevator,EL317,8,4,4,2,322.0,0.954722222,114.5666667,120.0,0.972222222,116.6666667,120.0,0.951412037,685.0166667,720.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
11/1/21,Brooklyn,Elevator,EL308,2,1,1,0,246.0,0.981805556,117.8166667,120.0,1.0,120.0,120.0,0.990138889,712.9,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
11/1/21,Brooklyn,Elevator,EL309,2,2,0,0,246.0,0.995833333,119.5,120.0,1.0,120.0,120.0,0.990393519,713.0833333,720.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
12/1/21,Brooklyn,Elevator,EL317,1,1,0,0,323.0,1.0,124.0,124.0,0.977419355,121.2,124.0,0.993548387,739.2,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
12/1/21,Brooklyn,Elevator,EL318,2,1,1,0,323.0,0.981182796,121.6666667,124.0,0.981854839,121.75,124.0,0.988575269,735.5,744.0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
12/1/21,Brooklyn,Elevator,EL308,1,1,0,0,247.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993503584,739.1666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
12/1/21,Brooklyn,Elevator,EL309,4,3,1,1,247.0,0.804435484,99.75,124.0,0.787231183,97.61666667,124.0,0.785170251,584.1666667,744.0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620,"12,377"
1/1/21,Brooklyn,Elevator,EL339,0,0,0,0,255.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
1/1/21,Brooklyn,Elevator,EL340,0,0,0,0,255.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
2/1/21,Brooklyn,Elevator,EL340,0,0,0,0,256.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
2/1/21,Brooklyn,Elevator,EL339,0,0,0,0,256.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
3/1/21,Brooklyn,Elevator,EL340,0,0,0,0,257.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
3/1/21,Brooklyn,Elevator,EL339,0,0,0,0,257.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
4/1/21,Brooklyn,Elevator,EL340,0,0,0,0,258.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
4/1/21,Brooklyn,Elevator,EL339,0,0,0,0,258.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
5/1/21,Brooklyn,Elevator,EL339,6,2,4,3,259.0,0.879656863,59.81666667,68.0,0.884313725,60.13333333,68.0,0.890211907,367.5833333,412.9166667,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
5/1/21,Brooklyn,Elevator,EL340,4,1,3,2,259.0,0.850735294,57.85,68.0,0.882352941,60.0,68.0,0.871347861,359.8666667,413.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
6/1/21,Brooklyn,Elevator,EL339,7,6,1,0,1.0,0.948055556,113.7666667,120.0,0.966433566,115.1666667,119.1666667,0.945991286,676.6833333,715.3166667,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
6/1/21,Brooklyn,Elevator,EL340,3,2,1,1,1.0,0.965517241,112.0,116.0,1.0,116.0,116.0,0.974642626,678.4,696.05,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
7/1/21,Brooklyn,Elevator,EL340,2,2,0,0,2.0,0.989247312,122.6666667,124.0,1.0,124.0,124.0,0.989807348,736.4166667,744.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
7/1/21,Brooklyn,Elevator,EL339,5,2,3,1,2.0,0.948252688,117.5833333,124.0,0.975806452,121.0,124.0,0.961536738,715.3833333,744.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
8/1/21,Brooklyn,Elevator,EL339,3,2,1,0,3.0,1.0,124.0,124.0,0.97983871,121.5,124.0,0.988687276,735.5833333,744.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
8/1/21,Brooklyn,Elevator,EL340,2,2,0,0,3.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992786738,738.6333333,744.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
9/1/21,Brooklyn,Elevator,EL339,6,3,3,1,4.0,0.961805556,115.4166667,120.0,0.966666667,116.0,120.0,0.958726852,690.2833333,720.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
9/1/21,Brooklyn,Elevator,EL340,4,2,2,1,4.0,0.965833333,115.9,120.0,0.966666667,116.0,120.0,0.955324074,687.8333333,720.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
10/1/21,Brooklyn,Elevator,EL340,2,1,1,0,5.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992249104,738.2333333,744.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
10/1/21,Brooklyn,Elevator,EL339,7,3,4,3,5.0,0.976612903,121.1,124.0,0.99233871,123.05,124.0,0.96953405,721.3333333,744.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
11/1/21,Brooklyn,Elevator,EL339,4,3,1,1,6.0,0.9875,118.5,120.0,0.986527778,118.3833333,120.0,0.97974537,705.4166667,720.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
11/1/21,Brooklyn,Elevator,EL340,2,2,0,0,6.0,1.0,120.0,120.0,1.0,120.0,120.0,0.991851852,714.1333333,720.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
12/1/21,Brooklyn,Elevator,EL340,4,2,2,0,7.0,1.0,124.0,124.0,0.995564516,123.45,124.0,0.983198925,731.5,744.0,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627,"2,624"
12/1/21,Brooklyn,Elevator,EL339,5,2,3,2,7.0,0.993951613,123.25,124.0,0.982526882,121.8333333,124.0,0.974036738,724.6833333,744.0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627,"2,624"
1/1/21,Brooklyn,Elevator,EL706,2,1,1,0,128.0,0.993951613,123.25,124.0,1.0,124.0,124.0,0.99280914,738.65,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
1/1/21,Brooklyn,Elevator,EL707,3,3,0,0,128.0,0.989784946,122.7333333,124.0,1.0,124.0,124.0,0.981832437,730.4833333,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
1/1/21,Brooklyn,Elevator,EL708,6,2,4,0,128.0,0.968951613,120.15,124.0,0.990591398,122.8333333,124.0,0.979054659,728.4166667,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
1/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,0.660349462,81.88333333,124.0,0.64516129,80.0,124.0,0.650582437,484.0333333,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
1/1/21,Brooklyn,Elevator,EL709,4,3,1,0,121.0,1.0,124.0,124.0,0.983870968,122.0,124.0,0.987768817,734.9,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
2/1/21,Brooklyn,Elevator,EL708,6,3,3,0,129.0,0.993303571,111.25,112.0,1.0,112.0,112.0,0.972321429,653.4,672.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
2/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,0.672619048,75.33333333,112.0,0.675595238,75.66666667,112.0,0.668874008,449.4833333,672.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
2/1/21,Brooklyn,Elevator,EL706,5,3,2,0,129.0,0.925744048,103.6833333,112.0,1.0,112.0,112.0,0.969444444,651.4666667,672.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
2/1/21,Brooklyn,Elevator,EL707,3,3,0,0,129.0,0.995535714,111.5,112.0,0.997767857,111.75,112.0,0.986979167,663.25,672.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
2/1/21,Brooklyn,Elevator,EL709,5,4,1,0,122.0,0.985119048,110.3333333,112.0,1.0,112.0,112.0,0.972048611,653.2166667,672.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
3/1/21,Brooklyn,Elevator,EL706,4,3,1,0,130.0,0.957916667,114.95,120.0,1.0,124.0,124.0,0.980770975,720.8666667,735.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
3/1/21,Brooklyn,Elevator,EL708,5,1,4,0,130.0,0.990456989,122.8166667,124.0,0.997849462,123.7333333,124.0,0.984184588,732.2333333,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
3/1/21,Brooklyn,Elevator,EL709,2,2,0,0,123.0,1.0,124.0,124.0,1.0,124.0,124.0,0.988776882,735.65,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
3/1/21,Brooklyn,Elevator,EL707,1,1,0,0,130.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992137097,738.15,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
3/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
4/1/21,Brooklyn,Elevator,EL709,1,1,0,0,124.0,0.983333333,118.0,120.0,1.0,120.0,120.0,0.993055556,715.0,720.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
4/1/21,Brooklyn,Elevator,EL707,1,1,0,0,131.0,1.0,120.0,120.0,1.0,120.0,120.0,0.994444444,716.0,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
4/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,0.991527778,118.9833333,120.0,1.0,120.0,120.0,0.99650463,717.4833333,720.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
4/1/21,Brooklyn,Elevator,EL706,1,1,0,0,131.0,1.0,120.0,120.0,1.0,120.0,120.0,0.991666667,714.0,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
4/1/21,Brooklyn,Elevator,EL708,4,2,2,0,131.0,0.967916667,116.15,120.0,1.0,120.0,120.0,0.989212963,712.2333333,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
5/1/21,Brooklyn,Elevator,EL707,2,2,0,0,132.0,1.0,124.0,124.0,1.0,124.0,124.0,0.989135305,735.9166667,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
5/1/21,Brooklyn,Elevator,EL709,2,1,1,0,125.0,1.0,124.0,124.0,0.98844086,122.5666667,124.0,0.986536738,733.9833333,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
5/1/21,Brooklyn,Elevator,EL708,5,1,4,0,132.0,1.0,124.0,124.0,0.959005376,118.9166667,124.0,0.98062276,729.5833333,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
5/1/21,Brooklyn,Elevator,EL706,3,2,1,0,132.0,1.0,124.0,124.0,1.0,124.0,124.0,0.985147849,732.95,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
5/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
6/1/21,Brooklyn,Elevator,EL707,3,1,2,0,133.0,0.995,119.4,120.0,0.988194444,118.5833333,120.0,0.98212963,707.1333333,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
6/1/21,Brooklyn,Elevator,EL709,2,1,1,1,126.0,1.0,120.0,120.0,1.0,120.0,120.0,0.990162037,712.9166667,720.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
6/1/21,Brooklyn,Elevator,EL706,5,2,3,0,133.0,0.984027778,118.0833333,120.0,0.991666667,119.0,120.0,0.982662037,707.5166667,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
6/1/21,Brooklyn,Elevator,EL708,4,1,3,0,133.0,1.0,120.0,120.0,1.0,120.0,120.0,0.988634259,711.8166667,720.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
6/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,1.0,120.0,120.0,1.0,120.0,120.0,1.0,720.0,720.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
7/1/21,Brooklyn,Elevator,EL327X,0,0,0,0,,0.969758065,120.25,124.0,1.0,124.0,124.0,0.987522401,734.7166667,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
7/1/21,Brooklyn,Elevator,EL706,8,6,2,0,134.0,0.95766129,118.75,124.0,0.989516129,122.7,124.0,0.969175627,721.0666667,744.0,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636,"14,340"
