Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
1/1/21,Bronx,Elevator,EL135,6,4,2,0,225,0.965053763,119.6666667,124,0.989919355,122.75,124,0.964762545,717.7833333,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
1/1/21,Queens,Elevator,EL437,5,2,3,0,80,1,124,124,0.967741935,120,124,0.969086022,721,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
1/1/21,Queens,Elevator,EL493X,0,0,0,0,N/A,0.928225806,115.1,124,0.904704301,112.1833333,124,0.921236559,685.4,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
1/1/21,Brooklyn,Elevator,EL373,3,1,2,0,150,1,124,124,0.967741935,120,124,0.971348566,722.6833333,744,CHURCHAV-6AV-F/G,243,Church Av - Station,243
1/1/21,Manhattan,Elevator,EL109,0,0,0,0,254,,0,0,,0,0,,0,0,181ST-BWY7-1,301,181 St - Station,301
1/1/21,Queens,Elevator,EL431,5,3,2,0,186,0.95,117.8,124,0.970430108,120.3333333,124,0.970071685,721.7333333,744,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
1/1/21,Bronx,Elevator,EL191,3,1,2,0,73,1,124,124,1,124,124,0.980353943,729.3833333,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
1/1/21,Manhattan,Elevator,EL743,4,3,1,1,4,0.99233871,123.05,124,1,124,124,0.978584229,728.0666667,744,CHAMBERSST-JAM-J/Z,105,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
1/1/21,Manhattan,Elevator,EL299,5,3,2,0,49,0.935483871,116,124,0.935483871,116,124,0.908803763,676.15,744,23ST-LEX-6,405,23 St - Station,405
1/1/21,Bronx,Elevator,EL182,1,1,0,0,165,0.998655914,123.8333333,124,1,124,124,0.991375448,737.5833333,744,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
1/1/21,Manhattan,Elevator,EL336,1,1,0,0,141,1,124,124,1,124,124,0.991644265,737.7833333,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
1/1/21,Manhattan,Elevator,EL219,1,1,0,0,248,0.991935484,123,124,1,124,124,0.995452509,740.6166667,744,14ST-UNIONSQ-BWY-N/R/Q,15,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
1/1/21,Brooklyn,Elevator,EL387,7,5,2,0,3,0.889112903,110.25,124,0.935483871,116,124,0.891218638,663.0666667,744,59ST-4AV-N/R,35,59 St - Station,35
1/1/21,Manhattan,Elevator,EL440,11,5,6,0,49,0.95188172,118.0333333,124,0.977419355,121.2,124,0.936939964,697.0833333,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
1/1/21,Queens,Elevator,EL439,3,3,0,0,80,0.896908602,111.2166667,124,0.903225806,112,124,0.886939964,659.8833333,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
1/1/21,Brooklyn,Elevator,EL304,16,7,9,0,201,0.887903226,110.1,124,0.918145161,113.85,124,0.891554659,663.3166667,744,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
1/1/21,Queens,Elevator,EL495X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
1/1/21,Brooklyn,Elevator,EL359,6,3,3,3,5,1,124,124,1,124,124,0.974036738,724.6833333,744,BEDFORDAV-CNR-L,120,Bedford Av - Station,120
1/1/21,Manhattan,Elevator,EL218,1,1,0,0,248,1,124,124,1,124,124,0.992069892,738.1,744,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
1/1/21,Brooklyn,Elevator,EL755,5,5,0,0,1,0.960349462,119.0833333,124,1,124,124,0.971818996,723.0333333,744,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
1/1/21,Manhattan,Elevator,EL717X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Manhattan,Elevator,EL181,1,1,0,0,152,0.998655914,123.8333333,124,1,124,124,0.99186828,737.95,744,135ST-LWP-2/3,438,135 St - Station,438
1/1/21,Bronx,Elevator,EL188,2,1,1,0,181,0.989247312,122.6666667,124,1,124,124,0.987612007,734.7833333,744,FORDHAMRD-JER-4,382,Fordham Rd - Station,382
1/1/21,Manhattan,Elevator,EL273,3,2,1,1,19,0.966397849,119.8333333,124,0.967741935,120,124,0.950694444,707.3166667,744,86ST-LEX-4/5/6,397,86 St - Station,397
1/1/21,Brooklyn,Elevator,EL701,2,2,0,0,183,1,124,124,1,124,124,0.983646953,731.8333333,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
1/1/21,Manhattan,Elevator,EL402,3,3,0,0,374,1,124,124,1,124,124,0.987701613,734.85,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
1/1/21,Brooklyn,Elevator,EL702,1,1,0,0,183,1,124,124,1,124,124,0.992092294,738.1166667,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
1/1/21,Queens,Elevator,EL462,1,1,0,0,36,1,124,124,1,124,124,0.990524194,736.95,744,OZONEPARK-LEFFERTSBLVD-LIB-A,195,Ozone Park-Lefferts Blvd - Station,195
1/1/21,Brooklyn,Elevator,EL303,2,1,1,0,201,0.997580645,123.7,124,0.994354839,123.3,124,0.990703405,737.0833333,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
1/1/21,Manhattan,Elevator,EL112,3,3,0,0,13,1,124,124,0.999462366,123.9333333,124,0.992137097,738.15,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
1/1/21,Brooklyn,Elevator,EL320,2,2,0,0,270,0.998655914,123.8333333,124,1,124,124,0.996796595,741.6166667,744,CHURCHAV-NOS-2/5,356,Church Av - Station,356
1/1/21,Manhattan,Elevator,EL106,4,2,2,0,2,0.981317204,121.6833333,124,0.980107527,121.5333333,124,0.984184588,732.2333333,744,191ST-BWY7-1,300,191 St - Station,300
1/1/21,Manhattan,Elevator,EL330,7,4,3,0,100,0.95766129,118.75,124,0.985887097,122.25,124,0.963015233,716.4833333,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
1/1/21,Manhattan,Elevator,EL201,2,1,1,0,39,1,124,124,1,124,124,0.989986559,736.55,744,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612
1/1/21,Manhattan,Elevator,EL250,3,2,1,1,48,0.988709677,122.6,124,0.995026882,123.3833333,124,0.988709677,735.6,744,86ST-2AV-Q,476,86 St - Station,476
1/1/21,Brooklyn,Elevator,EL317,0,0,0,0,312,,0,0,,0,0,,0,0,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620
1/1/21,Brooklyn,Elevator,EL344,2,1,1,0,80,1,124,124,1,124,124,0.990322581,736.8,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
1/1/21,Brooklyn,Elevator,EL389,2,1,1,0,3,0.967741935,120,124,1,124,124,0.977396953,727.1833333,744,59ST-4AV-N/R,35,59 St - Station,35
1/1/21,Bronx,Elevator,EL184,4,3,1,1,169,0.994623656,123.3333333,124,1,124,124,0.977531362,727.2833333,744,231ST-BWY7-1,295,231 St - Station,295
1/1/21,Queens,Elevator,EL421,4,3,1,0,180,0.949596774,117.75,124,1,124,124,0.96827957,720.4,744,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
1/1/21,Manhattan,Elevator,EL108,0,0,0,0,254,,0,0,,0,0,,0,0,181ST-BWY7-1,301,181 St - Station,301
1/1/21,Manhattan,Elevator,EL710,10,6,4,0,162,0.982526882,121.8333333,124,0.98077957,121.6166667,124,0.967293907,719.6666667,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
1/1/21,Brooklyn,Elevator,EL342,4,4,0,0,180,0.929973118,115.3166667,124,1,124,124,0.966935484,719.4,744,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
1/1/21,Manhattan,Elevator,EL444,5,3,2,0,49,0.967741935,120,124,0.964247312,119.5666667,124,0.951612903,708,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
1/1/21,Manhattan,Elevator,EL337,1,1,0,0,141,1,124,124,1,124,124,0.993033154,738.8166667,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
1/1/21,Queens,Elevator,EL498,2,2,0,0,106,0.975806452,121,124,1,124,124,0.981966846,730.5833333,744,FARROCKAWAY-MOTTAV-RKY-A,209,Far Rockaway-Mott Av - Station,209
1/1/21,Manhattan,Elevator,EL334,2,2,0,0,189,1,124,124,1,124,124,0.985573477,733.2666667,744,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
1/1/21,Manhattan,Elevator,EL281,8,4,4,0,141,0.905510753,112.2833333,124,0.886424731,109.9166667,124,0.885573477,658.8666667,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
1/1/21,Manhattan,Elevator,EL236,1,1,0,0,142,0.994623656,123.3333333,124,1,124,124,0.993951613,739.5,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
1/1/21,Manhattan,Elevator,EL296,1,1,0,0,19,1,124,124,1,124,124,0.991689068,737.8166667,744,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
1/1/21,Manhattan,Elevator,EL233,3,2,1,0,174,0.981854839,121.75,124,0.989112903,122.65,124,0.984565412,732.5166667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
1/1/21,Queens,Elevator,EL408,3,3,0,0,46,0.978494624,121.3333333,124,1,124,124,0.984543011,732.5,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
1/1/21,Brooklyn,Elevator,EL339,0,0,0,0,255,,0,0,,0,0,,0,0,FRANKLINAV-FRK-S,139,"Franklin Av (C,S)",627
1/1/21,Manhattan,Elevator,EL124,4,3,1,0,374,0.998655914,123.8333333,124,0.968951613,120.15,124,0.97688172,726.8,744,175ST-8AV-A,147,175 St - Station,147
1/1/21,Queens,Elevator,EL430,1,1,0,0,179,1,124,124,1,124,124,0.990815412,737.1666667,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
1/1/21,Manhattan,Elevator,EL235,1,1,0,0,142,0.993817204,123.2333333,124,1,124,124,0.993212366,738.95,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
1/1/21,Brooklyn,Elevator,EL761,1,1,0,0,111,1,124,124,1,124,124,0.99312276,738.8833333,744,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51
1/1/21,Queens,Elevator,EL427,1,1,0,0,167,1,124,124,1,124,124,0.993100358,738.8666667,744,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
1/1/21,Manhattan,Elevator,EL209,8,5,3,1,326,1,124,124,0.953763441,118.2666667,124,0.9671819,719.5833333,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
1/1/21,Brooklyn,Elevator,EL322,1,1,0,0,193,1,124,124,1,124,124,0.991980287,738.0333333,744,CROWNHTS-UTICAAV-EPK-3/4,345,Crown Hts-Utica Av - Station,345
1/1/21,Manhattan,Elevator,EL280,2,1,1,0,130,1,124,124,1,124,124,0.991397849,737.6,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
1/1/21,Brooklyn,Elevator,EL706,2,1,1,0,128,0.993951613,123.25,124,1,124,124,0.99280914,738.65,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
1/1/21,Queens,Elevator,EL435,1,1,0,0,150,1,124,124,1,124,124,0.992383513,738.3333333,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
1/1/21,Brooklyn,Elevator,EL741,1,1,0,0,18,1,124,124,1,124,124,0.992517921,738.4333333,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
1/1/21,Brooklyn,Elevator,EL311,3,1,2,1,245,1,124,124,0.989650538,122.7166667,124,0.984251792,732.2833333,744,CLARKST-CLK-2/3,334,Clark St - Station,334
1/1/21,Queens,Elevator,EL464,5,3,2,1,6,0.989247312,122.6666667,124,1,124,124,0.975044803,725.4333333,744,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
1/1/21,Manhattan,Elevator,EL742,7,4,3,1,4,0.917876344,113.8166667,124,0.967741935,120,124,0.957638889,712.4833333,744,CHAMBERSST-JAM-J/Z,105,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
1/1/21,Manhattan,Elevator,EL726X,0,0,0,0,N/A,0.831048387,103.05,124,0.843413978,104.5833333,124,0.829413082,617.0833333,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
1/1/21,Bronx,Elevator,EL121,4,3,1,0,57,0.991263441,122.9166667,124,1,124,124,0.981698029,730.3833333,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
1/1/21,Manhattan,Elevator,EL239,1,1,0,0,206,1,124,124,1,124,124,0.993167563,738.9166667,744,72ST-BWY7-1/2/3,313,72 St - Station,313
1/1/21,Manhattan,Elevator,EL731,4,2,2,1,43,0.99422043,123.2833333,124,0.952822581,118.15,124,0.976276882,726.35,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
1/1/21,Brooklyn,Elevator,EL309,2,2,0,0,236,1,124,124,1,124,124,0.995922939,740.9666667,744,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620
1/1/21,Bronx,Elevator,EL185,1,1,0,0,169,1,124,124,1,124,124,0.991039427,737.3333333,744,231ST-BWY7-1,295,231 St - Station,295
1/1/21,Bronx,Elevator,EL193,3,3,0,0,165,0.978763441,121.3666667,124,0.981451613,121.7,124,0.97515681,725.5166667,744,233ST-LWP-2/5,418,233 St - Station,418
1/1/21,Bronx,Elevator,EL134,4,4,0,0,225,0.952956989,118.1666667,124,0.95766129,118.75,124,0.945250896,703.2666667,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
1/1/21,Brooklyn,Elevator,EL392,2,2,0,0,195,1,124,124,1,124,124,0.988418459,735.3833333,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
1/1/21,Brooklyn,Elevator,EL341,0,0,0,0,180,1,124,124,1,124,124,1,744,744,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
1/1/21,Brooklyn,Elevator,EL765,5,5,0,0,2,0.97311828,120.6666667,124,1,124,124,0.979726703,728.9166667,744,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283
1/1/21,Brooklyn,Elevator,EL345,2,1,1,0,80,1,124,124,0.967741935,120,124,0.972020609,723.1833333,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
1/1/21,Manhattan,Elevator,EL231X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
1/1/21,Bronx,Elevator,EL122,5,1,4,0,57,0.966935484,119.9,124,0.997580645,123.7,124,0.982056452,730.65,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
1/1/21,Manhattan,Elevator,EL116,0,0,0,0,192,,0,0,,0,0,,0,0,190ST-8AV-A,145,190 St - Station,145
1/1/21,Brooklyn,Elevator,EL308,3,2,1,0,236,1,124,124,0.991397849,122.9333333,124,0.991957885,738.0166667,744,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620
1/1/21,Manhattan,Elevator,EL722,6,4,2,0,85,0.987903226,122.5,124,0.967741935,120,124,0.955510753,710.9,744,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Manhattan,Elevator,EL338,2,1,1,1,141,1,124,124,0.991935484,123,124,0.988552867,735.4833333,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
1/1/21,Bronx,Elevator,EL195,5,2,3,0,74,0.995833333,123.4833333,124,0.929704301,115.2833333,124,0.966487455,719.0666667,744,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
1/1/21,Manhattan,Elevator,EL441,6,4,2,0,49,0.961155914,119.1833333,124,1,124,124,0.978584229,728.0666667,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
1/1/21,Brooklyn,Elevator,EL391,8,5,3,1,195,0.99233871,123.05,124,0.943145161,116.95,124,0.959901434,714.1666667,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
1/1/21,Manhattan,Elevator,EL401,4,2,2,0,65,1,124,124,1,124,124,0.986155914,733.7,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
1/1/21,Brooklyn,Elevator,EL301,6,3,3,0,201,0.956317204,118.5833333,124,0.936424731,116.1166667,124,0.943929211,702.2833333,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
1/1/21,Manhattan,Elevator,EL723,3,3,0,0,86,0.993682796,123.2166667,124,1,124,124,0.989516129,736.2,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Manhattan,Elevator,EL264,2,2,0,0,48,1,124,124,1,124,124,0.994332437,739.7833333,744,72ST-2AV-Q,477,72 St - Station,477
1/1/21,Manhattan,Elevator,EL215,1,1,0,0,253,0.99327957,123.1666667,124,1,124,124,0.992831541,738.6666667,744,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
1/1/21,Manhattan,Elevator,EL23X,0,0,0,0,N/A,0.971102151,120.4166667,124,1,124,124,0.991039427,737.3333333,744,WORLDTRADECENTER-8AV-E,171,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
1/1/21,Queens,Elevator,EL463,3,1,2,1,36,1,124,124,0.994489247,123.3166667,124,0.985237455,733.0166667,744,OZONEPARK-LEFFERTSBLVD-LIB-A,195,Ozone Park-Lefferts Blvd - Station,195
1/1/21,Manhattan,Elevator,EL718X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Manhattan,Elevator,EL123,11,5,6,6,374,0.92405914,114.5833333,124,0.918951613,113.95,124,0.900604839,670.05,744,175ST-8AV-A,147,175 St - Station,147
1/1/21,Bronx,Elevator,EL199,8,7,1,1,1,0.974327957,120.8166667,124,0.980241935,121.55,124,0.962387993,716.0166667,744,GUNHILLRD-DYR-5,444,Gun Hill Rd - Station,444
1/1/21,Manhattan,Elevator,EL332,3,2,1,0,100,1,124,124,0.993413978,123.1833333,124,0.975179211,725.5333333,744,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
1/1/21,Manhattan,Elevator,EL22X,0,0,0,0,N/A,1,124,124,0.98844086,122.5666667,124,0.990770609,737.1333333,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
1/1/21,Brooklyn,Elevator,EL740,2,1,1,0,18,0.998521505,123.8166667,124,0.969758065,120.25,124,0.980824373,729.7333333,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
1/1/21,Manhattan,Elevator,EL210,3,3,0,0,326,0.996774194,123.6,124,1,124,124,0.990882616,737.2166667,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
1/1/21,Manhattan,Elevator,EL728X,0,0,0,0,N/A,0.838709677,104,124,0.819354839,101.6,124,0.834722222,621.0333333,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Manhattan,Elevator,EL721,5,5,0,0,86,0.983198925,121.9166667,124,1,124,124,0.98046595,729.4666667,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
1/1/21,Brooklyn,Elevator,EL358,2,2,0,0,5,1,124,124,1,124,124,0.986491935,733.95,744,BEDFORDAV-CNR-L,120,Bedford Av - Station,120
1/1/21,Manhattan,Elevator,EL16X,0,0,0,0,N/A,0.663306452,82.25,124,0.611962366,75.88333333,124,0.638306452,474.9,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
1/1/21,Bronx,Elevator,EL131,5,5,0,0,225,0.997311828,123.6666667,124,1,124,124,0.975515233,725.7833333,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
1/1/21,Manhattan,Elevator,EL14X,0,0,0,0,N/A,1,124,124,0.99905914,123.8833333,124,0.995026882,740.3,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
1/1/21,Queens,Elevator,EL497,3,3,0,0,106,0.999327957,123.9166667,124,1,124,124,0.980891577,729.7833333,744,FARROCKAWAY-MOTTAV-RKY-A,209,Far Rockaway-Mott Av - Station,209
1/1/21,Queens,Elevator,EL448X,0,0,0,0,N/A,1,124,124,1,124,124,0.998790323,743.1,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
1/1/21,Manhattan,Elevator,EL290X,0,0,0,0,N/A,,0,0,,0,0,,0,0,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
1/1/21,Manhattan,Elevator,EL324,3,2,1,1,234,0.967741935,120,124,0.989919355,122.75,124,0.969466846,721.2833333,744,CANALST-LEX-6,410,"Canal St (J,N,Q,R,Z,6)",623
1/1/21,Brooklyn,Elevator,EL707,3,3,0,0,128,0.989784946,122.7333333,124,1,124,124,0.981832437,730.4833333,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
1/1/21,Brooklyn,Elevator,EL739,2,2,0,0,18,1,124,124,1,124,124,0.986917563,734.2666667,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
1/1/21,Queens,Elevator,EL428,6,5,1,0,179,0.958333333,118.8333333,124,0.975806452,121,124,0.960035842,714.2666667,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
1/1/21,Brooklyn,Elevator,EL708,6,2,4,0,128,0.968951613,120.15,124,0.990591398,122.8333333,124,0.979054659,728.4166667,744,JAYST-METROTECH-8AV-A/C/F,174,"Jay St-MetroTech (A,C,F,R)",636
1/1/21,Manhattan,Elevator,EL265,3,2,1,1,48,0.976747312,121.1166667,124,1,124,124,0.987679211,734.8333333,744,72ST-2AV-Q,477,72 St - Station,477
1/1/21,Manhattan,Elevator,EL289X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
1/1/21,Brooklyn,Elevator,EL323,1,1,0,0,193,1,124,124,1,124,124,0.991980287,738.0333333,744,CROWNHTS-UTICAAV-EPK-3/4,345,Crown Hts-Utica Av - Station,345
1/1/21,Manhattan,Elevator,EL203X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
1/1/21,Manhattan,Elevator,EL18X,0,0,0,0,N/A,1,124,124,0.995698925,123.4666667,124,0.99827509,742.7166667,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
1/1/21,Manhattan,Elevator,EL712,1,1,0,0,28,1,124,124,1,124,124,0.992943548,738.75,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
1/1/21,Manhattan,Elevator,EL125,5,3,2,0,51,0.995967742,123.5,124,0.967741935,120,124,0.958198925,712.9,744,125ST-LEX-4/5/6,392,125 St - Station,392
1/1/21,Manhattan,Elevator,EL287X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
1/1/21,Manhattan,Elevator,EL403,7,4,3,1,374,0.967741935,120,124,0.963978495,119.5333333,124,0.95546595,710.8666667,744,ROOSEVELTISLAND-63S-F,222,Roosevelt Island - Station,222
1/1/21,Brooklyn,Elevator,EL319,4,4,0,0,279,0.970026882,120.2833333,124,1,124,124,0.98765681,734.8166667,744,FLATBUSHAV-BROOKLYNCOLLEGE-NOS-2/5,359,Flatbush Av-Brooklyn College - Station,359
1/1/21,Brooklyn,Elevator,EL346,2,1,1,0,80,1,124,124,0.979569892,121.4666667,124,0.990210573,736.7166667,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
1/1/21,Manhattan,Elevator,EL237,4,3,1,0,254,0.967741935,120,124,0.963709677,119.5,124,0.956272401,711.4666667,744,66ST-LINCOLNCENTER-BWY7-1,314,66 St-Lincoln Center - Station,314
1/1/21,Manhattan,Elevator,EL293,1,1,0,0,5,1,124,124,1,124,124,0.992540323,738.45,744,1AV-CNR-L,119,1 Av - Station,119
1/1/21,Manhattan,Elevator,EL113,7,4,3,0,13,0.968413978,120.0833333,124,0.999865591,123.9833333,124,0.979771505,728.95,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
1/1/21,Queens,Elevator,EL423,7,7,0,0,180,0.951209677,117.95,124,1,124,124,0.953539427,709.4333333,744,74ST-BROADWAY-FLS-7,454,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
1/1/21,Queens,Elevator,EL433,1,1,0,0,187,1,124,124,1,124,124,0.992898746,738.7166667,744,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
1/1/21,Bronx,Elevator,EL129,1,1,0,0,286,0.999327957,123.9166667,124,1,124,124,0.993839606,739.4166667,744,3AV-149ST-LWP-2/5,434,3 Av-149 St - Station,434
