Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
7/1/21,Manhattan,Elevator,EL142,3,1,2,1,187,0.998387097,123.8,124,0.983870968,122,124,0.984453405,732.4333333,744,125ST-8AV-A/B/C/D,153,125 St - Station,153
7/1/21,Brooklyn,Elevator,EL302,16,7,9,2,207,0.785752688,97.43333333,124,0.808736559,100.2833333,124,0.780846774,580.95,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
7/1/21,Brooklyn,Elevator,EL383,4,1,3,2,218,0.870967742,108,124,0.838709677,104,124,0.844354839,628.2,744,PROSPECTPARK-BWY-B/Q/S,42,Prospect Park - Station,42
7/1/21,Bronx,Elevator,EL133,1,1,0,0,231,1,124,124,1,124,124,0.99390681,739.4666667,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
7/1/21,Manhattan,Elevator,EL231X,0,0,0,0,N/A,0.774193548,96,124,0.774193548,96,124,0.771662186,574.1166667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
7/1/21,Brooklyn,Elevator,EL746,4,2,2,0,12,0.965517241,112,116,0.972642189,112.5833333,115.75,0.972781919,674.3,693.1666667,86ST-4AV-R,38,86 St - Station,38
7/1/21,Manhattan,Elevator,EL264,5,1,4,0,54,0.994758065,123.35,124,0.985080645,122.15,124,0.985170251,732.9666667,744,72ST-2AV-Q,477,72 St - Station,477
7/1/21,Manhattan,Elevator,EL103,4,1,3,0,8,1,124,124,0.971908602,120.5166667,124,0.984565412,732.5166667,744,191ST-BWY7-1,300,191 St - Station,300
7/1/21,Manhattan,Elevator,EL315,6,2,4,0,48,1,124,124,0.975403226,120.95,124,0.971505376,722.8,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
7/1/21,Queens,Elevator,EL437,5,1,4,1,86,1,124,124,0.961424731,119.2166667,124,0.982795699,731.2,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
7/1/21,Manhattan,Elevator,EL290X,0,0,0,0,N/A,0.967741935,120,124,0.967741935,120,124,0.967271505,719.65,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
7/1/21,Queens,Elevator,EL430,3,1,2,0,185,0.996908602,123.6166667,124,0.969758065,120.25,124,0.987074373,734.3833333,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
7/1/21,Brooklyn,Elevator,EL343,2,2,0,0,186,1,124,124,1,124,124,0.988149642,735.1833333,744,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
7/1/21,Bronx,Elevator,EL159,5,2,3,0,109,0.996908602,123.6166667,124,0.940860215,116.6666667,124,0.955085125,710.5833333,744,E180ST-LWP-2/5,426,E 180 St - Station,426
7/1/21,Brooklyn,Elevator,EL387,1,1,0,0,9,1,124,124,1,124,124,0.993391577,739.0833333,744,59ST-4AV-N/R,35,59 St - Station,35
7/1/21,Bronx,Elevator,EL182,4,2,2,2,171,1,124,124,0.968145161,120.05,124,0.979861111,729.0166667,744,GUNHILLRD-LWP-2/5,421,Gun Hill Rd - Station,421
7/1/21,Manhattan,Elevator,EL332,1,1,0,0,106,1,124,124,1,124,124,0.993794803,739.3833333,744,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
7/1/21,Manhattan,Elevator,EL236,1,1,0,0,148,1,124,124,1,124,124,0.992719534,738.5833333,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
7/1/21,Bronx,Elevator,EL502,1,1,0,0,9,1,124,124,1,124,124,0.994466846,739.8833333,744,BEDFORDPKBLVD-CON-B/D,211,Bedford Pk Blvd - Station,211
7/1/21,Bronx,Elevator,EL184,2,1,1,1,175,0.99516129,123.4,124,1,124,124,0.988776882,735.65,744,231ST-BWY7-1,295,231 St - Station,295
7/1/21,Manhattan,Elevator,EL731,2,1,1,0,49,0.677419355,84,124,0.697580645,86.5,124,0.68077957,506.5,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
7/1/21,Manhattan,Elevator,EL112,5,1,4,0,19,0.980107527,121.5333333,124,0.987903226,122.5,124,0.975201613,725.55,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
7/1/21,Manhattan,Elevator,EL123,3,1,2,0,380,1,124,124,0.971505376,120.4666667,124,0.984162186,732.2166667,744,175ST-8AV-A,147,175 St - Station,147
7/1/21,Brooklyn,Elevator,EL309,5,3,2,0,242,0.96155914,119.2333333,124,0.967741935,120,124,0.968794803,720.7833333,744,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620
7/1/21,Brooklyn,Elevator,EL322,7,4,3,1,199,0.535080645,66.35,124,0.501075269,62.13333333,124,0.522311828,388.6,744,CROWNHTS-UTICAAV-EPK-3/4,345,Crown Hts-Utica Av - Station,345
7/1/21,Brooklyn,Elevator,EL305,1,1,0,0,207,1,124,124,1,124,124,0.993615591,739.25,744,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,338,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
7/1/21,Manhattan,Elevator,EL178,2,2,0,0,93,1,124,124,1,124,124,0.990905018,737.2333333,744,DYCKMANST-BWY7-1,299,Dyckman St - Station,299
7/1/21,Manhattan,Elevator,EL604,5,4,1,0,2,0.998252688,123.7833333,124,1,124,124,0.980353943,729.3833333,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
7/1/21,Manhattan,Elevator,EL12X,0,0,0,0,N/A,0.985887097,122.25,124,0.935483871,116,124,0.96906362,720.9833333,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
7/1/21,Queens,Elevator,EL434,3,2,1,0,156,1,124,124,0.981854839,121.75,124,0.978382616,727.9166667,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
7/1/21,Manhattan,Elevator,EL335,2,2,0,0,195,0.993548387,123.2,124,1,124,124,0.985551075,733.25,744,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
7/1/21,Queens,Elevator,EL409,4,1,3,0,52,0.997983871,123.75,124,0.992204301,123.0333333,124,0.984923835,732.7833333,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
7/1/21,Manhattan,Elevator,EL237,3,2,1,1,260,1,124,124,0.967741935,120,124,0.970654122,722.1666667,744,66ST-LINCOLNCENTER-BWY7-1,314,66 St-Lincoln Center - Station,314
7/1/21,Manhattan,Elevator,EL223,2,1,1,0,227,1,124,124,0.96827957,120.0666667,124,0.985506272,733.2166667,744,14ST-8AV-A/C/E,166,"14 St (A,C,E)/8 Av (L)",618
7/1/21,Queens,Elevator,EL462,5,0,5,0,42,0.967741935,120,124,0.934811828,115.9166667,124,0.966061828,718.75,744,OZONEPARK-LEFFERTSBLVD-LIB-A,195,Ozone Park-Lefferts Blvd - Station,195
7/1/21,Manhattan,Elevator,EL225,6,2,4,1,229,0.982123656,121.7833333,124,0.954301075,118.3333333,124,0.979301075,728.6,744,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
7/1/21,Manhattan,Elevator,EL107,0,0,0,0,260,,0,0,,0,0,,0,0,181ST-BWY7-1,301,181 St - Station,301
7/1/21,Manhattan,Elevator,EL239,5,3,2,0,212,0.908333333,112.6333333,124,1,124,124,0.970676523,722.1833333,744,72ST-BWY7-1/2/3,313,72 St - Station,313
7/1/21,Manhattan,Elevator,EL118,2,1,1,0,11,0.967741935,120,124,1,124,124,0.978494624,728,744,181ST-8AV-A,146,181 St - Station,146
7/1/21,Manhattan,Elevator,EL722,5,4,1,0,91,0.97983871,121.5,124,0.967741935,120,124,0.976590502,726.5833333,744,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
7/1/21,Queens,Elevator,EL426,2,2,0,0,173,1,124,124,1,124,124,0.98734319,734.5833333,744,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
7/1/21,Manhattan,Elevator,EL329,5,1,4,0,106,0.927016129,114.95,124,0.935887097,116.05,124,0.934610215,695.35,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
7/1/21,Queens,Elevator,EL405,5,2,3,1,54,1,124,124,0.999193548,123.9,124,0.981227599,730.0333333,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
7/1/21,Manhattan,Elevator,EL220,1,1,0,0,254,1,124,124,1,124,124,0.992607527,738.5,744,14ST-UNIONSQ-BWY-N/R/Q,15,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
7/1/21,Manhattan,Elevator,EL728X,0,0,0,0,N/A,0.774193548,96,124,0.806451613,100,124,0.789560932,587.4333333,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
7/1/21,Manhattan,Elevator,EL338,7,1,6,0,147,0.984946237,122.1333333,124,0.986424731,122.3166667,124,0.980040323,729.15,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
7/1/21,Manhattan,Elevator,EL232,7,1,6,3,180,1,124,124,0.965994624,119.7833333,124,0.969780466,721.5166667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
7/1/21,Brooklyn,Elevator,EL371,2,1,1,0,194,1,124,124,1,124,124,0.991173835,737.4333333,744,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
7/1/21,Manhattan,Elevator,EL712,1,1,0,0,34,1,124,124,1,124,124,0.992607527,738.5,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
7/1/21,Manhattan,Elevator,EL601,5,1,4,0,70,0.944489247,117.1166667,124,0.989919355,122.75,124,0.975336022,725.65,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
7/1/21,Manhattan,Elevator,EL280,2,1,1,0,136,1,124,124,0.982526882,121.8333333,124,0.98702957,734.35,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
7/1/21,Queens,Elevator,EL429,1,1,0,0,185,1,124,124,1,124,124,0.995183692,740.4166667,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
7/1/21,Brooklyn,Elevator,EL311,6,1,5,0,251,0.963709677,119.5,124,0.890188172,110.3833333,124,0.929121864,691.2666667,744,CLARKST-CLK-2/3,334,Clark St - Station,334
7/1/21,Queens,Elevator,EL427,2,2,0,0,173,1,124,124,1,124,124,0.986895161,734.25,744,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
7/1/21,Manhattan,Elevator,EL114,4,1,3,0,19,0.976075269,121.0333333,124,0.988037634,122.5166667,124,0.981339606,730.1166667,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
7/1/21,Manhattan,Elevator,EL181,3,2,1,0,158,1,124,124,1,124,124,0.988888889,735.7333333,744,135ST-LWP-2/3,438,135 St - Station,438
7/1/21,Bronx,Elevator,EL160,2,2,0,0,109,1,124,124,1,124,124,0.992943548,738.75,744,E180ST-LWP-2/5,426,E 180 St - Station,426
7/1/21,Manhattan,Elevator,EL292,1,1,0,0,11,1,124,124,1,124,124,0.992786738,738.6333333,744,1AV-CNR-L,119,1 Av - Station,119
7/1/21,Manhattan,Elevator,EL337,1,1,0,0,147,1,124,124,1,124,124,0.992853943,738.6833333,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
7/1/21,Manhattan,Elevator,EL733X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
7/1/21,Manhattan,Elevator,EL117,7,2,5,0,11,0.965860215,119.7666667,124,0.967741935,120,124,0.962791219,716.3166667,744,181ST-8AV-A,146,181 St - Station,146
8/1/21,Brooklyn,Elevator,EL393,7,2,5,0,221,0.659946237,81.83333333,124,0.653360215,81.01666667,124,0.651500896,484.7166667,744,FLUSHINGAV-JAM-J/M,98,Flushing Av - Station,98
8/1/21,Queens,Elevator,EL492X,0,0,0,0,N/A,0.903225806,112,124,0.935483871,116,124,0.922379032,686.25,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
8/1/21,Manhattan,Elevator,EL335,1,1,0,0,196,1,124,124,1,124,124,0.992943548,738.75,744,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167
8/1/21,Manhattan,Elevator,EL710,4,3,1,0,169,0.991263441,122.9166667,124,1,124,124,0.979009857,728.3833333,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
8/1/21,Manhattan,Elevator,EL112,3,1,2,0,20,1,124,124,0.968951613,120.15,124,0.985371864,733.1166667,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
8/1/21,Brooklyn,Elevator,EL395,0,0,0,0,221,1,124,124,1,124,124,1,744,744,FLUSHINGAV-JAM-J/M,98,Flushing Av - Station,98
8/1/21,Manhattan,Elevator,EL139,4,3,1,0,174,0.950268817,117.8333333,124,1,124,124,0.975134409,725.5,744,168ST-8AV-A/C,148,"168 St (A,C,1)",605
8/1/21,Manhattan,Elevator,EL236,1,1,0,0,149,1,124,124,1,124,124,0.992764337,738.6166667,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
8/1/21,Manhattan,Elevator,EL713,2,1,1,0,35,1,124,124,1,124,124,0.988709677,735.6,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
8/1/21,Bronx,Elevator,EL133,1,1,0,0,232,1,124,124,1,124,124,0.99406362,739.5833333,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
8/1/21,Manhattan,Elevator,EL281,3,1,2,0,148,1,124,124,1,124,124,0.988799283,735.6666667,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
8/1/21,Manhattan,Elevator,EL279X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,28ST-LEX-6,404,28 St - Station,404
8/1/21,Brooklyn,Elevator,EL341,1,1,0,0,187,1,124,124,1,124,124,0.992943548,738.75,744,EUCLIDAV-8AV-A/C,188,Euclid Av - Station,188
8/1/21,Brooklyn,Elevator,EL760,1,1,0,0,118,1,124,124,1,124,124,0.992943548,738.75,744,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51
8/1/21,Manhattan,Elevator,EL108,0,0,0,0,261,,0,0,,0,0,,0,0,181ST-BWY7-1,301,181 St - Station,301
8/1/21,Manhattan,Elevator,EL214,6,3,3,0,211,0.75,93,124,0.774193548,96,124,0.751657706,559.2333333,744,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
8/1/21,Manhattan,Elevator,EL220,3,1,2,0,255,0.971774194,120.5,124,0.986693548,122.35,124,0.983938172,732.05,744,14ST-UNIONSQ-BWY-N/R/Q,15,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
8/1/21,Queens,Elevator,EL464,2,2,0,0,13,1,124,124,1,124,124,0.99171147,737.8333333,744,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
8/1/21,Queens,Elevator,EL438,3,1,2,0,87,0.995967742,123.5,124,0.991129032,122.9,124,0.986178315,733.7166667,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
8/1/21,Manhattan,Elevator,EL233,2,2,0,0,181,0.983198925,121.9166667,124,1,124,124,0.984834229,732.7166667,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
8/1/21,Manhattan,Elevator,EL337,1,1,0,0,148,1,124,124,1,124,124,0.993167563,738.9166667,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
8/1/21,Manhattan,Elevator,EL404,5,5,0,0,381,0.989247312,122.6666667,124,1,124,124,0.973700717,724.4333333,744,ROOSEVELTISLAND-63S-F,222,Roosevelt Island - Station,222
8/1/21,Brooklyn,Elevator,EL755,1,1,0,0,8,1,124,124,1,124,124,0.992831541,738.6666667,744,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
8/1/21,Manhattan,Elevator,EL265,2,1,1,1,55,0.980510753,121.5833333,124,0.996102151,123.5166667,124,0.990053763,736.6,744,72ST-2AV-Q,477,72 St - Station,477
8/1/21,Manhattan,Elevator,EL268X,0,0,0,0,N/A,0.709677419,88,124,0.741935484,92,124,0.725694444,539.9166667,744,49ST-BWY-N/R/Q,10,49 St - Station,10
8/1/21,Queens,Elevator,EL465,2,2,0,0,13,0.987096774,122.4,124,1,124,124,0.987096774,734.4,744,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
8/1/21,Bronx,Elevator,EL137,2,2,0,0,165,1,124,124,1,124,124,0.989560932,736.2333333,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
8/1/21,Manhattan,Elevator,EL18X,0,0,0,0,N/A,0.028897849,3.583333333,124,0.064516129,8,124,0.037387993,27.81666667,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
8/1/21,Brooklyn,Elevator,EL345,8,7,1,0,87,0.917204301,113.7333333,124,1,124,124,0.941151434,700.2166667,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
8/1/21,Bronx,Elevator,EL135,2,2,0,0,232,0.999327957,123.9166667,124,1,124,124,0.988956093,735.7833333,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
8/1/21,Brooklyn,Elevator,EL701,2,1,1,0,190,0.991935484,123,124,1,124,124,0.992047491,738.0833333,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
8/1/21,Brooklyn,Elevator,EL310,4,3,1,0,252,1,124,124,0.976075269,121.0333333,124,0.977755376,727.45,744,CLARKST-CLK-2/3,334,Clark St - Station,334
8/1/21,Manhattan,Elevator,EL240,1,1,0,0,213,1,124,124,1,124,124,0.995183692,740.4166667,744,72ST-BWY7-1/2/3,313,72 St - Station,313
8/1/21,Manhattan,Elevator,EL295X,0,0,0,0,N/A,0,0,124,0,0,124,0,0,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
8/1/21,Manhattan,Elevator,EL149,4,4,0,0,260,0.989919355,122.75,124,1,124,124,0.984318996,732.3333333,744,INWOOD-207ST-8AV-A,143,Inwood-207 St - Station,143
8/1/21,Manhattan,Elevator,EL16X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
8/1/21,Manhattan,Elevator,EL315,4,2,2,1,49,0.962365591,119.3333333,124,0.999462366,123.9333333,124,0.965546595,718.3666667,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
8/1/21,Queens,Elevator,EL413,0,0,0,0,392,,0,0,,0,0,,0,0,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,278,Jamaica Center-Parsons/Archer - Station,278
8/1/21,Brooklyn,Elevator,EL344,6,2,4,1,87,0.966129032,119.8,124,0.975806452,121,124,0.968839606,720.8166667,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
8/1/21,Brooklyn,Elevator,EL301,3,2,1,1,208,1,124,124,0.976075269,121.0333333,124,0.98062276,729.5833333,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
8/1/21,Queens,Elevator,EL411,1,1,0,0,392,1,124,124,1,124,124,0.991263441,737.5,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
8/1/21,Manhattan,Elevator,EL17X,0,0,0,0,N/A,0.97983871,121.5,124,1,124,124,0.995855735,740.9166667,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
8/1/21,Manhattan,Elevator,EL711,2,2,0,0,169,1,124,124,1,124,124,0.986514337,733.9666667,744,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414
8/1/21,Manhattan,Elevator,EL114,2,1,1,0,20,0.999865591,123.9833333,124,0.999193548,123.9,124,0.990434588,736.8833333,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
8/1/21,Manhattan,Elevator,EL228,6,4,2,1,230,0.97594086,121.0166667,124,0.967741935,120,124,0.963463262,716.8166667,744,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
8/1/21,Manhattan,Elevator,EL238,2,1,1,0,261,1,124,124,0.967741935,120,124,0.986312724,733.8166667,744,66ST-LINCOLNCENTER-BWY7-1,314,66 St-Lincoln Center - Station,314
8/1/21,Bronx,Elevator,EL500,1,1,0,0,10,1,124,124,1,124,124,0.993615591,739.25,744,BEDFORDPKBLVD-CON-B/D,211,Bedford Pk Blvd - Station,211
8/1/21,Bronx,Elevator,EL136,2,1,1,1,165,0.993413978,123.1833333,124,1,124,124,0.992741935,738.6,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
8/1/21,Queens,Elevator,EL448X,0,0,0,0,N/A,0.866129032,107.4,124,0.903225806,112,124,0.877240143,652.6666667,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
8/1/21,Queens,Elevator,EL494X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
8/1/21,Bronx,Elevator,EL129,3,2,1,0,293,1,124,124,0.991935484,123,124,0.989695341,736.3333333,744,3AV-149ST-LWP-2/5,434,3 Av-149 St - Station,434
8/1/21,Manhattan,Elevator,EL401,3,2,1,0,72,1,124,124,1,124,124,0.986760753,734.15,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
8/1/21,Brooklyn,Elevator,EL709,2,1,1,0,128,1,124,124,0.990860215,122.8666667,124,0.986827957,734.2,744,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636
8/1/21,Manhattan,Elevator,EL218,1,1,0,0,255,1,124,124,1,124,124,0.992831541,738.6666667,744,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
8/1/21,Manhattan,Elevator,EL292,2,2,0,0,12,1,124,124,1,124,124,0.987119176,734.4166667,744,1AV-CNR-L,119,1 Av - Station,119
8/1/21,Manhattan,Elevator,EL441,6,1,5,2,56,0.733064516,90.9,124,0.824596774,102.25,124,0.779166667,579.7,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
8/1/21,Bronx,Elevator,EL160,2,2,0,0,110,0.998655914,123.8333333,124,1,124,124,0.991980287,738.0333333,744,E180ST-LWP-2/5,426,E 180 St - Station,426
8/1/21,Manhattan,Elevator,EL206,3,2,1,0,372,1,124,124,1,124,124,0.991263441,737.5,744,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
8/1/21,Manhattan,Elevator,EL244,3,2,1,1,15,0.96673087,92.01666667,95.18333333,0.956521739,88,92,0.947623408,534.6333333,564.1833333,GRANDCENTRAL-42ST-FLS-7,465,"Grand Central-42 St (S,4,5,6,7)",610
8/1/21,Manhattan,Elevator,EL328,2,1,1,0,107,1,124,124,0.967741935,120,124,0.97921147,728.5333333,744,BWAY-LAFAYETTEST-6AV-B/D/F/M,230,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
8/1/21,Brooklyn,Elevator,EL391,7,1,6,3,202,0.865053763,107.2666667,124,0.955376344,118.4666667,124,0.920273297,684.6833333,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
8/1/21,Queens,Elevator,EL422,4,3,1,1,187,1,124,124,0.989516129,122.7,124,0.979435484,728.7,744,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
8/1/21,Queens,Elevator,EL408,3,3,0,0,53,0.993951613,123.25,124,1,124,124,0.982885305,731.2666667,744,JAMAICAVANWYCK-QBL-E,280,Jamaica Van Wyck - Station,280
8/1/21,Manhattan,Elevator,EL298,1,1,0,0,56,1,124,124,1,124,124,0.993167563,738.9166667,744,23ST-LEX-6,405,23 St - Station,405
8/1/21,Queens,Elevator,EL421,4,2,2,0,187,0.993951613,123.25,124,1,124,124,0.984206989,732.25,744,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
8/1/21,Queens,Elevator,EL434,5,4,1,0,157,0.988575269,122.5833333,124,1,124,124,0.974798387,725.25,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
8/1/21,Manhattan,Elevator,EL248,3,1,2,0,55,0.944892473,117.1666667,124,0.911962366,113.0833333,124,0.933714158,694.6833333,744,96ST-2AV-Q,475,96 St - Station,475
8/1/21,Queens,Elevator,EL428,7,4,3,0,186,0.986962366,122.3833333,124,0.964919355,119.65,124,0.967585125,719.8833333,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
8/1/21,Manhattan,Elevator,EL294X,0,0,0,0,N/A,0.580645161,72,124,0.612903226,76,124,0.595049283,442.7166667,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
8/1/21,Manhattan,Elevator,EL600,1,1,0,0,71,1,124,124,1,124,124,0.992697133,738.5666667,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
8/1/21,Manhattan,Elevator,EL230,1,1,0,0,219,1,124,124,1,124,124,0.992047491,738.0833333,744,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
8/1/21,Brooklyn,Elevator,EL763,2,2,0,0,9,0.989919355,122.75,124,1,124,124,0.994511649,739.9166667,744,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283
8/1/21,Manhattan,Elevator,EL314,3,2,1,0,49,0.98172043,121.7333333,124,1,124,124,0.98125,730.05,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
